CCFS_A,CCFS_B,Mud_Diamict,Diamict_only,Al,Ca,Zr,K,Rb,Si,b_star,NGR,MS,Mud_Diamict_code,Diamict_only_code
50.078,42.82,diamict,massive_diamict,14.234,3.0841,45.002,1.5951,43.065,44.936,-1.9,0.026,81.1,2,3
50.089,42.83,diamict,massive_diamict,14.234,3.0841,45.002,1.5951,43.065,44.936,-1.5,0.026,81.1,2,3
50.103,42.84,diamict,massive_diamict,13.555,3.3348,47.471,1.4779,39.012,45.533,-1.5,0.026,98.1,2,3
50.128,42.86,diamict,massive_diamict,13.758,3.3358,48.55,1.5001,39.959,45.554,-3.1,0.026,92,2,3
50.139,42.87,diamict,massive_diamict,13.908,3.3106,45.494,1.5378,40.74,44.868,-3.1,0.026,92,2,3
50.153,42.88,diamict,massive_diamict,13.479,3.2997,46.109,1.4926,39.034,45.306,-3,0.026,77.4,2,3
50.178,42.9,diamict,massive_diamict,13.639,3.3591,45.98,1.4799,40.707,45.283,-3.8,0.026,77.4,2,3
50.189,42.91,diamict,massive_diamict,13.639,3.3591,45.98,1.4799,40.707,45.283,-3.8,0.026,71.7,2,3
50.203,42.93,diamict,massive_diamict,9.512,2.4949,39.563,1.1288,35.491,33.912,-3.1,0.025,70.6,2,3
50.228,42.95,diamict,massive_diamict,12.555,2.7735,51.4,1.4,41.078,42.445,-2.3,0.025,69.7,2,3
50.239,42.96,diamict,massive_diamict,13.914,3.1514,47.735,1.6224,44.455,46.112,-2.3,0.025,69.7,2,3
50.253,42.97,diamict,massive_diamict,13.504,3.108,47.257,1.4818,40.48,44.486,-3.4,0.025,68.2,2,3
50.278,42.99,diamict,massive_diamict,13.604,3.2803,44.07,1.5216,39.645,45.906,-3.6,0.025,67.2,2,3
50.289,43,diamict,massive_diamict,13.604,3.2803,44.07,1.5216,39.645,45.906,-3.1,0.025,67.2,2,3
50.303,43.01,diamict,massive_diamict,13.721,3.3293,47.92,1.4927,37.858,45.755,-3.1,0.026,67.4,2,3
50.328,43.03,diamict,massive_diamict,13.725,3.2561,46.757,1.4732,38.099,46.48,-2.1,0.026,67.7,2,3
50.339,43.04,diamict,massive_diamict,14.263,3.2788,48.409,1.5218,39.101,46.733,-0.4,0.026,67.7,2,3
50.353,43.05,diamict,massive_diamict,13.735,3.1158,44.147,1.4534,38.942,44.69,0.2,0.026,67.7,2,3
50.378,43.07,diamict,massive_diamict,13.395,3.1826,46.668,1.5344,40.659,45.161,-1.6,0.026,68.3,2,3
50.389,43.08,diamict,massive_diamict,13.395,3.1826,46.668,1.5344,40.659,45.161,-1.6,0.026,69.4,2,3
50.403,43.1,diamict,massive_diamict,13.74,3.2417,46.632,1.5242,40.068,46.049,-1.7,0.025,69.2,2,3
50.428,43.12,diamict,massive_diamict,13.806,3.2418,46.777,1.5441,40.462,46.335,-2.1,0.025,67.6,2,3
50.439,43.13,diamict,massive_diamict,13.731,3.137,48.639,1.5972,42.598,45.825,-2.1,0.025,67.6,2,3
50.453,43.14,diamict,massive_diamict,13.944,3.2463,47.956,1.5569,42.1,46.334,-3.1,0.025,65.7,2,3
50.478,43.16,diamict,massive_diamict,13.843,3.121,46.841,1.5261,38.541,46.299,-2.6,0.025,60.4,2,3
50.489,43.17,diamict,massive_diamict,13.843,3.121,46.841,1.5261,38.541,46.299,-2.2,0.025,60.4,2,3
50.503,43.18,diamict,massive_diamict,14.005,3.0991,44.213,1.5137,42.348,45.966,-2.2,0.025,53.6,2,3
50.528,43.2,diamict,massive_diamict,14.005,3.0991,44.213,1.5137,42.348,45.966,-3.5,0.025,53.6,2,3
50.539,43.21,diamict,massive_diamict,11.341,1.4403,38.831,1.3492,37.481,58.897,-4.7,0.025,60,2,3
50.553,43.22,diamict,massive_diamict,11.341,1.4403,38.831,1.3492,37.481,58.897,-0.8,0.025,60,2,3
50.578,43.25,diamict,massive_diamict,14.142,3.2115,51.52,1.516,38.757,46.973,-3.2,0.025,68.3,2,3
50.589,43.26,diamict,massive_diamict,14.142,3.2115,51.52,1.516,38.757,46.973,0.2,0.025,68.3,2,3
50.603,43.27,diamict,massive_diamict,14.142,3.2115,51.52,1.516,38.757,46.973,0.2,0.026,70.2,2,3
50.628,43.29,diamict,massive_diamict,13.95,3.5715,46.759,1.4833,39.852,46.449,-0.6,0.026,72.1,2,3
50.639,43.3,diamict,massive_diamict,9.2407,2.8798,57.588,1.1058,48.603,33.765,-0.6,0.026,72.1,2,3
50.653,43.31,diamict,massive_diamict,13.505,3.248,47.223,1.441,37.341,45.659,-2.2,0.026,71.3,2,3
50.678,43.33,diamict,massive_diamict,14.025,3.1245,47.409,1.5677,41.69,47.412,-0.2,0.026,68,2,3
50.689,43.34,diamict,massive_diamict,14.025,3.1245,47.409,1.5677,41.69,47.412,-0.3,0.026,68,2,3
50.703,43.35,diamict,massive_diamict,14.123,3.1367,43.708,1.5882,43.158,46.573,-0.3,0.026,68,2,3
50.728,43.37,diamict,massive_diamict,14.268,2.9873,42.693,1.5694,42.326,46.616,-0.1,0.026,66.8,2,3
50.739,43.38,diamict,massive_diamict,14.151,3.1199,44.715,1.5651,43.296,46.491,-1.4,0.026,67.6,2,3
50.753,43.4,diamict,massive_diamict,14.656,3.0458,44.488,1.5787,41.566,46.519,-1.1,0.026,67.2,2,3
50.778,43.42,diamict,massive_diamict,14.336,3.0222,49.08,1.539,40.902,45.971,-1.6,0.026,66.6,2,3
50.789,43.43,diamict,massive_diamict,14.336,3.0222,49.08,1.539,40.902,45.971,-2.3,0.026,66.6,2,3
50.803,43.44,diamict,massive_diamict,14.395,3.0223,45.521,1.548,40.533,46.505,-2.3,0.026,66.5,2,3
50.828,43.46,diamict,massive_diamict,14.407,3.1574,42.754,1.5445,39.068,46.851,-1.5,0.026,68,2,3
50.839,43.47,diamict,massive_diamict,14.294,3.1207,46.944,1.5273,39.896,46.532,-1.5,0.026,68,2,3
50.853,43.48,diamict,massive_diamict,14.036,3.2144,43.088,1.581,40.876,46.728,-0.2,0.026,70.5,2,3
50.878,43.5,diamict,massive_diamict,14.36,3.1563,46.371,1.4954,38.188,47.251,-2.9,0.026,72.3,2,3
50.889,43.51,diamict,massive_diamict,14.36,3.1563,46.371,1.4954,38.188,47.251,-2,0.026,72.3,2,3
50.903,43.52,diamict,massive_diamict,14.987,2.9363,40.675,1.6035,42.471,46.767,-2,0.026,72.3,2,3
50.928,43.54,diamict,massive_diamict,14.357,3.0686,42.573,1.5168,39.106,46.061,-2.1,0.027,70.5,2,3
50.939,43.55,diamict,massive_diamict,14.082,3.1324,45.839,1.5814,40.105,46.531,-1.5,0.027,67.8,2,3
50.953,43.57,diamict,massive_diamict,13.587,3.1066,47.467,1.5569,40.078,45.665,-3.7,0.027,67.5,2,3
50.978,43.59,diamict,massive_diamict,14.411,2.8693,42.911,1.5278,38.668,46.067,-1.4,0.027,69.3,2,3
50.989,43.6,diamict,massive_diamict,14.411,2.8693,42.911,1.5278,38.668,46.067,-2.1,0.027,69.3,2,3
51.003,43.61,diamict,massive_diamict,14.491,2.9681,42.211,1.5883,41.836,46.315,-2.1,0.027,71.3,2,3
51.028,43.63,diamict,massive_diamict,14.406,3.084,42.919,1.5819,42.359,46.831,-1.5,0.027,75.5,2,3
51.039,43.64,diamict,massive_diamict,14.488,3.2176,42.097,1.5612,38.026,46.507,-1.5,0.027,75.5,2,3
51.053,43.65,diamict,massive_diamict,14.511,3.0463,42.757,1.5769,42.213,46.283,-0.8,0.027,79.5,2,3
51.078,43.67,diamict,massive_diamict,14.152,3.1687,41.948,1.5998,43.508,47.178,-0.9,0.027,79.5,2,3
51.089,43.68,diamict,massive_diamict,14.152,3.1687,41.948,1.5998,43.508,47.178,-0.9,0.027,80.8,2,3
51.103,43.69,diamict,massive_diamict,14.327,3.1151,43.239,1.5945,39.587,46.74,-1.3,0.027,80.8,2,3
51.128,43.72,diamict,massive_diamict,14.619,2.8316,40.894,1.5653,43.16,45.791,-2.4,0.026,79.5,2,3
51.139,43.73,diamict,massive_diamict,14.284,3.1429,44.854,1.6088,44.916,47.399,-2.4,0.026,79.5,2,3
51.153,43.74,diamict,massive_diamict,14.164,3.1575,43.343,1.6179,44.376,46.752,-3.3,0.026,77.6,2,3
51.178,43.76,diamict,massive_diamict,13.582,3.2121,45.569,1.711,45.363,44.262,-1.9,0.026,71.8,2,3
51.189,43.77,diamict,massive_diamict,13.582,3.2121,45.569,1.711,45.363,44.262,-1.2,0.026,71.8,2,3
51.203,43.78,diamict,massive_diamict,13.815,3.2956,46.376,1.5718,42.836,46.648,-1.2,0.026,65.7,2,3
51.228,43.8,diamict,massive_diamict,14.018,3.2547,42.472,1.5681,43.023,46.512,-3,0.026,63.7,2,3
51.239,43.81,diamict,massive_diamict,13.608,3.091,45.382,1.5678,42.245,45.559,-2.7,0.026,63.7,2,3
51.253,43.82,diamict,massive_diamict,13.885,3.0347,45.317,1.684,47.619,45.599,-2.4,0.026,63.7,2,3
51.278,43.84,diamict,massive_diamict,14.018,3.2746,43.712,1.5903,41.994,46.803,-1.9,0.026,67.6,2,3
51.289,43.85,diamict,massive_diamict,14.018,3.2746,43.712,1.5903,41.994,46.803,-1.9,0.026,75.5,2,3
51.303,43.87,diamict,massive_diamict,14.181,3.1263,43.495,1.6168,44.258,46.212,-3,0.027,76.3,2,3
51.328,43.89,diamict,massive_diamict,13.974,3.0834,42.619,1.5596,43.019,46.307,-3.5,0.027,149,2,3
51.339,43.9,diamict,massive_diamict,13.916,3.1308,38.827,1.5379,40.215,45.834,-3.5,0.027,149,2,3
51.394,43.94,diamict,massive_diamict,13.202,3.1894,45.721,1.6123,43.879,43.986,-3.5,0.027,72.9,2,3
51.403,43.95,diamict,massive_diamict,13.202,3.1894,45.721,1.6123,43.879,43.986,-3.5,0.027,73.7,2,3
51.428,43.97,diamict,massive_diamict,13.459,3.1625,44.348,1.5746,42.47,44.829,-2.8,0.027,78.5,2,3
51.444,43.99,diamict,massive_diamict,13.445,3.1571,41.615,1.5322,42.021,45.296,-2,0.027,78.5,2,3
51.453,43.99,diamict,massive_diamict,13.695,3.3105,47.298,1.5872,43.66,46.256,-2,0.027,78.5,2,3
51.478,44.02,diamict,massive_diamict,13.373,3.3383,46.824,1.6572,45.739,46.434,-0.9,0.027,87.7,2,3
51.494,44.03,diamict,massive_diamict,14.114,3.1379,45.57,1.6157,44.838,46.527,-0.2,0.027,87.7,2,3
51.503,44.04,diamict,massive_diamict,14.114,3.1379,45.57,1.6157,44.838,46.527,-0.4,0.027,88.7,2,3
51.528,44.06,diamict,massive_diamict,13.947,3.2896,45.3,1.5958,41.935,47.245,-0.4,0.027,90.4,2,3
51.544,44.07,diamict,massive_diamict,14.202,3.2968,46.183,1.6104,43.159,47.865,-0.4,0.027,90.4,2,3
51.553,44.08,diamict,massive_diamict,13.866,3.2995,44.975,1.6143,43.873,46.873,-0.5,0.027,89.3,2,3
51.578,44.1,diamict,massive_diamict,14.476,3.2995,45.643,1.5884,42.789,47.489,-0.9,0.027,88.2,2,3
51.594,44.11,diamict,massive_diamict,14.063,3.207,42.031,1.6135,44.11,46.944,-1,0.027,88.2,2,3
51.603,44.12,diamict,massive_diamict,14.063,3.207,42.031,1.6135,44.11,46.944,-1,0.027,87.3,2,3
51.628,44.14,diamict,massive_diamict,13.989,3.3028,44.841,1.6324,44.845,47.03,-1,0.028,87.3,2,3
51.644,44.16,diamict,massive_diamict,14.246,3.214,44.184,1.639,44.808,47.199,-1.9,0.028,85.8,2,3
51.653,44.16,diamict,massive_diamict,14.339,3.2367,46.643,1.6207,43.355,47.834,-1.9,0.028,85.8,2,3
51.678,44.19,diamict,massive_diamict,14.215,3.1299,44.104,1.6477,47.732,46.742,-1.7,0.028,82.7,2,3
51.694,44.2,diamict,massive_diamict,13.991,3.4094,41.394,1.6321,42.384,47.429,-2.1,0.028,82.7,2,3
51.703,44.21,diamict,massive_diamict,13.991,3.4094,41.394,1.6321,42.384,47.429,-2.1,0.028,83.8,2,3
51.728,44.23,diamict,massive_diamict,14.216,3.2183,42.023,1.6357,43.005,47.494,-0.5,0.028,84.1,2,3
51.744,44.24,diamict,massive_diamict,13.906,3.1463,40.955,1.6009,43.223,47.403,-0.5,0.028,84.1,2,3
51.753,44.25,diamict,massive_diamict,13.881,3.2718,43.618,1.6184,46.052,47.448,-1.5,0.028,84.3,2,3
51.778,44.27,diamict,massive_diamict,14.345,3.0876,44.766,1.6119,44.02,47.457,-2.3,0.028,82.6,2,3
51.794,44.29,diamict,massive_diamict,14.063,3.2429,43.968,1.6361,45.208,47.156,-1.7,0.028,82.6,2,3
51.803,44.29,diamict,massive_diamict,14.063,3.2429,43.968,1.6361,45.208,47.156,-1.7,0.028,82.6,2,3
51.828,44.31,diamict,massive_diamict,14.299,3.1971,44.75,1.6498,47.756,47.03,-1.2,0.028,82.9,2,3
51.844,44.33,diamict,massive_diamict,14.241,3.1559,44.036,1.666,44.575,47.131,-1.2,0.028,82.1,2,3
51.853,44.34,diamict,massive_diamict,13.72,3.3063,44.261,1.6598,44.979,46.549,-3.9,0.028,81.6,2,3
51.878,44.36,diamict,massive_diamict,13.783,3.2474,44.971,1.6153,42.689,47.043,-3.2,0.028,83.4,2,3
51.894,44.37,diamict,massive_diamict,13.952,3.1644,44.994,1.5916,44.355,47.154,-2.8,0.028,83.4,2,3
51.903,44.38,diamict,massive_diamict,13.952,3.1644,44.994,1.5916,44.355,47.154,-2.8,0.027,85.2,2,3
51.928,44.4,diamict,massive_diamict,13.719,3.3141,45.572,1.6252,44.076,47.031,-2.5,0.027,86.4,2,3
51.944,44.41,diamict,massive_diamict,14.058,3.2896,44.157,1.613,43.998,46.917,-2.5,0.027,86.4,2,3
51.953,44.42,diamict,massive_diamict,14.217,3.2317,43.584,1.6129,42.28,47.158,-2.7,0.027,87.7,2,3
51.978,44.44,diamict,massive_diamict,14.169,3.2567,45.575,1.6675,46.46,47.396,-0.4,0.027,87.7,2,3
51.994,44.46,diamict,massive_diamict,13.595,3.1721,43.14,1.6304,45.003,46.601,-2.8,0.027,86.5,2,3
52.003,44.46,diamict,massive_diamict,13.595,3.1721,43.14,1.6304,45.003,46.601,-2.8,0.027,86.5,2,3
52.028,44.49,diamict,massive_diamict,14.104,3.2337,44.139,1.6355,44.951,47.038,-2.1,0.027,83.3,2,3
52.044,44.5,diamict,massive_diamict,13.986,3.274,43.966,1.6365,43.355,46.807,-2.1,0.027,83.3,2,3
52.053,44.51,diamict,massive_diamict,14.163,3.3234,42.215,1.6251,44.141,47.328,-0.3,0.027,82.9,2,3
52.078,44.53,diamict,massive_diamict,14.099,3.2978,42.547,1.567,41.534,47.644,0.4,0.027,84.8,2,3
52.094,44.54,diamict,massive_diamict,13.612,3.3242,44.505,1.6281,45.466,47.236,-0.7,0.027,84.8,2,3
52.103,44.55,diamict,massive_diamict,13.858,3.1829,42.814,1.6639,44.571,47.057,-0.7,0.026,85.5,2,3
52.128,44.57,diamict,massive_diamict,13.858,3.1829,42.814,1.6639,44.571,47.057,-2.5,0.026,83.5,2,3
52.144,44.58,diamict,massive_diamict,13.403,3.1884,45.11,1.6906,45.752,46.828,-2.5,0.026,83.5,2,3
52.153,44.59,diamict,massive_diamict,13.875,3.335,45.638,1.6533,44.586,47.24,-2.9,0.026,83.3,2,3
52.178,44.61,diamict,massive_diamict,13.682,3.2763,45.214,1.6126,42.809,47.112,-2.8,0.026,83.3,2,3
52.194,44.63,diamict,massive_diamict,13.632,3.2026,44.175,1.5819,43.974,45.907,-2.9,0.026,85.2,2,3
52.203,44.64,diamict,massive_diamict,13.632,3.2026,44.175,1.5819,43.974,45.907,0.5,0.026,86.1,2,3
52.228,44.66,diamict,massive_diamict,13.498,3.3865,44.341,1.6026,41.641,47.502,1.7,0.026,84.4,2,3
52.244,44.67,diamict,massive_diamict,13.632,3.4853,44.653,1.5898,43.08,47.755,1.7,0.026,84.4,2,3
52.253,44.68,diamict,massive_diamict,12.412,3.3247,42.283,1.5474,40.568,44.423,-1.4,0.026,87.4,2,3
52.278,44.7,diamict,massive_diamict,13.107,3.3811,45.249,1.552,41.924,46.755,-2.2,0.026,88.7,2,3
52.294,44.71,diamict,massive_diamict,13.107,3.3811,45.249,1.552,41.924,46.755,-1.3,0.026,88.7,2,3
52.303,44.72,diamict,massive_diamict,13.623,3.4569,44.235,1.5992,40.846,47.905,-1.3,0.026,85.1,2,3
52.328,44.74,diamict,massive_diamict,13.36,3.4101,43.419,1.5227,41.46,47.071,-2.2,0.026,80,2,3
52.344,44.76,diamict,massive_diamict,13.155,3.746,46.438,1.4797,38.082,47.566,-1.7,0.026,80,2,3
52.353,44.76,diamict,massive_diamict,12.501,3.4135,45.297,1.4214,40.125,44.9,-1.7,0.026,80,2,3
52.378,44.78,diamict,massive_diamict,12.501,3.4135,45.297,1.4214,40.125,44.9,-0.4,0.026,78.9,2,3
52.394,44.8,diamict,massive_diamict,12.501,3.4135,45.297,1.4214,40.125,44.9,1.4,0.026,78.6,2,3
52.403,44.81,diamict,massive_diamict,12.501,3.4135,45.297,1.4214,40.125,44.9,-1.4,0.026,80.4,2,3
52.428,44.83,diamict,massive_diamict,12.501,3.4135,45.297,1.4214,40.125,44.9,-2.5,0.026,80.5,2,3
52.444,44.84,diamict,massive_diamict,12.501,3.4135,45.297,1.4214,40.125,44.9,-2.5,0.026,80.5,2,3
52.453,44.85,diamict,massive_diamict,13.442,3.629,44.361,1.4699,39.376,47.146,-2.3,0.026,82.6,2,3
52.478,44.87,diamict,massive_diamict,13.555,3.7066,43.388,1.4944,39.911,47.58,-1.1,0.026,84,2,3
52.494,44.88,diamict,massive_diamict,13.211,3.8152,41.089,1.4912,39.226,46.71,-1.6,0.026,84,2,3
52.503,44.89,diamict,massive_diamict,13.211,3.8152,41.089,1.4912,39.226,46.71,-1.6,0.025,88.1,2,3
52.528,44.91,diamict,massive_diamict,13.481,3.8614,43.365,1.488,38.798,47.05,-1.9,0.025,88.1,2,3
52.544,44.93,diamict,massive_diamict,13.24,3.7833,42.061,1.4564,39.761,46.649,-2.6,0.025,85,2,3
52.553,44.93,diamict,massive_diamict,13.235,3.8146,44.643,1.4943,40.553,46.796,-2.6,0.025,85,2,3
52.578,44.96,diamict,massive_diamict,13.314,3.8403,43.531,1.5237,39.883,46.384,-3.4,0.025,84.2,2,3
52.594,44.97,diamict,massive_diamict,12.975,3.691,43.477,1.5086,40.482,46.212,-2.3,0.025,84.2,2,3
52.603,44.98,diamict,massive_diamict,12.714,3.7102,44.671,1.5358,41.477,45.783,-2.3,0.026,82.3,2,3
52.628,45,diamict,massive_diamict,12.714,3.7102,44.671,1.5358,41.477,45.783,0.1,0.026,81.9,2,3
52.644,45.01,diamict,massive_diamict,13.296,3.6342,41.052,1.52,38.763,46.862,0.1,0.026,81.9,2,3
52.653,45.02,diamict,massive_diamict,13.122,3.6307,43.049,1.5553,43.948,46.684,-2.4,0.026,82.4,2,3
52.678,45.04,diamict,massive_diamict,13.053,3.3474,40.924,1.5448,40.738,45.089,-3.2,0.026,85.8,2,3
52.694,45.05,diamict,massive_diamict,12.672,3.2931,40.748,1.5157,41.569,44.709,-3.1,0.026,85.8,2,3
52.703,45.06,diamict,massive_diamict,12.672,3.2931,40.748,1.5157,41.569,44.709,-3.1,0.026,85.8,2,3
52.728,45.08,diamict,massive_diamict,12.857,3.6099,43.467,1.501,40.029,45.293,-0.3,0.026,83.1,2,3
52.744,45.1,diamict,massive_diamict,13.049,3.7212,42.588,1.5175,39.477,45.822,-3.4,0.026,77.9,2,3
52.753,45.11,diamict,massive_diamict,13.073,3.7577,45.377,1.5487,42.645,45.587,-3.4,0.026,81.3,2,3
52.778,45.13,diamict,massive_diamict,13.397,3.7836,42.655,1.5366,42.223,45.812,-3.7,0.026,99.9,2,3
52.794,45.14,diamict,massive_diamict,13.206,3.7794,42.276,1.5533,42.788,45.53,-3.8,0.026,99.9,2,3
52.803,45.15,diamict,massive_diamict,13.206,3.7794,42.276,1.5533,42.788,45.53,-3.8,0.025,106,2,3
52.859,45.2,diamict,massive_diamict,11.07,3.8053,43.001,1.4921,43.504,40.605,0.2,0.025,75.3,2,3
52.869,45.2,diamict,massive_diamict,11.07,3.8053,43.001,1.4921,43.504,40.605,0.2,0.025,75.3,2,3
52.894,45.23,diamict,massive_diamict,13.771,3.7539,41.937,1.4844,39.688,45.585,-0.1,0.025,75,2,3
52.909,45.24,diamict,massive_diamict,13.771,3.7539,41.937,1.4844,39.688,45.585,-1,0.024,75.8,2,3
52.919,45.25,diamict,massive_diamict,13.877,3.7236,41.586,1.514,39.104,45.481,-1,0.024,75.8,2,3
52.944,45.27,diamict,massive_diamict,14.182,3.76,53.625,1.5081,39.27,45.927,-0.6,0.024,75.6,2,3
52.959,45.28,diamict,massive_diamict,13.765,3.8407,41.271,1.4847,40.767,46.988,-0.5,0.024,73.7,2,3
52.969,45.29,diamict,massive_diamict,13.765,3.8407,41.271,1.4847,40.767,46.988,0.4,0.024,73.7,2,3
52.994,45.31,diamict,massive_diamict,13.413,3.7241,46.084,1.5191,39.802,45.743,-1.5,0.024,70.9,2,3
53.009,45.32,diamict,massive_diamict,13.413,3.7241,46.084,1.5191,39.802,45.743,-1.5,0.025,70.4,2,3
53.019,45.33,diamict,massive_diamict,13.926,3.8601,45.283,1.505,37.069,46.548,-0.8,0.025,70.4,2,3
53.044,45.35,diamict,massive_diamict,14.012,3.7443,40.749,1.5285,40.678,46.674,-2.1,0.025,71.1,2,3
53.059,45.37,diamict,massive_diamict,14.012,3.7443,40.749,1.5285,40.678,46.674,-2.3,0.025,72,2,3
53.069,45.38,diamict,massive_diamict,14.012,3.7443,40.749,1.5285,40.678,46.674,-0.8,0.025,72,2,3
53.094,45.4,diamict,massive_diamict,13.826,3.5715,41.323,1.4994,39.368,45.409,-2.8,0.025,71.4,2,3
53.109,45.41,diamict,massive_diamict,13.826,3.5715,41.323,1.4994,39.368,45.409,-2.5,0.025,68.8,2,3
53.119,45.42,diamict,massive_diamict,13.672,3.5799,42.912,1.547,37.871,45.448,-2.5,0.025,68.8,2,3
53.144,45.44,diamict,massive_diamict,13.983,3.5158,42.972,1.5425,39.795,45.739,-0.7,0.025,68.4,2,3
53.159,45.45,diamict,massive_diamict,13.627,3.6163,41.725,1.5457,40.174,46.088,-2.1,0.025,68.7,2,3
53.169,45.46,diamict,massive_diamict,13.627,3.6163,41.725,1.5457,40.174,46.088,-2.8,0.025,68.7,2,3
53.194,45.48,diamict,massive_diamict,14.21,3.4793,40.691,1.5285,40.403,46.608,-1.9,0.025,69.8,2,3
53.209,45.5,diamict,massive_diamict,14.21,3.4793,40.691,1.5285,40.403,46.608,-2.5,0.025,70.5,2,3
53.219,45.5,diamict,massive_diamict,14.295,3.6484,42.777,1.499,39.952,46.742,-2.5,0.025,70.5,2,3
53.244,45.53,diamict,massive_diamict,13.79,3.5851,43.268,1.566,43.152,45.823,-1.7,0.025,71.7,2,3
53.259,45.54,diamict,massive_diamict,13.787,3.6891,45.477,1.5108,39.359,46.872,-1.7,0.025,72,2,3
53.269,45.55,diamict,massive_diamict,13.787,3.6891,45.477,1.5108,39.359,46.872,-1.5,0.025,72,2,3
53.294,45.57,diamict,massive_diamict,13.567,3.692,47.707,1.4957,39.856,46.098,-0.9,0.025,73.3,2,3
53.309,45.58,diamict,massive_diamict,13.567,3.692,47.707,1.4957,39.856,46.098,-0.9,0.026,75.1,2,3
53.319,45.59,diamict,massive_diamict,13.155,3.787,45.836,1.5185,39.888,45.298,-0.9,0.026,75.1,2,3
53.344,45.61,diamict,massive_diamict,13.427,3.6773,43.808,1.4752,37.536,45.562,-2.4,0.026,75.5,2,3
53.359,45.62,diamict,massive_diamict,13.694,3.7618,45.809,1.4639,38.088,46.396,-0.8,0.026,74.6,2,3
53.369,45.63,diamict,massive_diamict,13.694,3.7618,45.809,1.4639,38.088,46.396,-1,0.026,74.6,2,3
53.394,45.65,diamict,massive_diamict,13.457,3.6672,47.859,1.5346,42.216,45.397,-1.8,0.026,73.1,2,3
53.409,45.67,diamict,massive_diamict,13.457,3.6672,47.859,1.5346,42.216,45.397,-1.5,0.025,72.8,2,3
53.419,45.67,diamict,massive_diamict,13.477,3.7491,43.917,1.4647,40.374,45.56,-1.5,0.025,72.8,2,3
53.444,45.7,diamict,massive_diamict,13.907,3.4407,44.364,1.4978,38.083,46.078,-1.2,0.025,73.4,2,3
53.459,45.71,diamict,massive_diamict,13.692,3.664,43.631,1.5054,40.473,46.521,-1.2,0.025,73.4,2,3
53.469,45.72,diamict,massive_diamict,13.512,3.4576,45.1,1.5176,39.35,45.985,-1.9,0.025,73.4,2,3
53.494,45.74,diamict,massive_diamict,13.672,3.3511,43.427,1.5155,41.598,46.587,-1.1,0.025,75.6,2,3
53.509,45.75,diamict,massive_diamict,13.672,3.3511,43.427,1.5155,41.598,46.587,-2.7,0.025,78.6,2,3
53.519,45.76,diamict,massive_diamict,13.76,3.429,41.482,1.5082,41.071,46.809,-2.7,0.025,78.6,2,3
53.544,45.78,diamict,massive_diamict,13.89,3.4172,43.835,1.5454,42.64,47.107,-2.6,0.025,78.7,2,3
53.559,45.79,diamict,massive_diamict,13.914,3.5535,42.723,1.5076,39.234,46.422,-2.3,0.025,75.6,2,3
53.569,45.8,diamict,massive_diamict,13.914,3.5535,42.723,1.5076,39.234,46.422,-2.3,0.025,75.6,2,3
53.594,45.82,diamict,massive_diamict,13.766,3.5441,42.493,1.5274,39.152,45.724,-2.1,0.025,72.2,2,3
53.609,45.84,diamict,massive_diamict,13.766,3.5441,42.493,1.5274,39.152,45.724,-1.2,0.025,71.4,2,3
53.619,45.85,diamict,massive_diamict,13.757,3.506,43.288,1.4624,38.04,46.276,-1.2,0.025,71.4,2,3
53.644,45.87,diamict,massive_diamict,13.441,3.7031,44.061,1.3996,34.793,46.497,-0.9,0.025,73,2,3
53.659,45.88,diamict,massive_diamict,13.729,3.551,41.985,1.4777,37.893,46.192,-0.9,0.025,75.7,2,3
53.669,45.89,diamict,massive_diamict,13.729,3.551,41.985,1.4777,37.893,46.192,-3,0.025,75.7,2,3
53.694,45.91,diamict,massive_diamict,13.573,3.7198,42.429,1.4938,40.148,45.875,-3.1,0.025,75.7,2,3
53.709,45.92,diamict,massive_diamict,13.573,3.7198,42.429,1.4938,40.148,45.875,-3.1,0.026,74.3,2,3
53.719,45.93,diamict,massive_diamict,13.526,3.5904,41.737,1.447,38.485,45.464,-2.5,0.026,74.3,2,3
53.744,45.95,diamict,massive_diamict,13.457,3.6217,43.033,1.5091,42.941,46.001,-1.2,0.026,73.6,2,3
53.759,45.97,diamict,massive_diamict,13.399,3.6892,44.865,1.4921,39.616,46.185,-0.9,0.026,71.6,2,3
53.769,45.97,diamict,massive_diamict,13.399,3.6892,44.865,1.4921,39.616,46.185,-0.9,0.026,71.6,2,3
53.794,46,diamict,massive_diamict,13.999,3.5695,42.206,1.5025,41.592,46.301,-3.1,0.026,75.5,2,3
53.809,46.01,diamict,massive_diamict,13.447,3.4766,41.315,1.4944,40.681,45.784,-3.4,0.026,80.4,2,3
53.819,46.02,diamict,massive_diamict,13.447,3.4766,41.315,1.4944,40.681,45.784,-3.4,0.026,80.4,2,3
53.844,46.04,diamict,massive_diamict,13.799,3.3963,42.871,1.5231,41.864,46.788,-1.3,0.026,79,2,3
53.859,46.05,diamict,massive_diamict,12.494,3.2569,42.483,1.3532,36.676,43.04,-2.9,0.026,77.8,2,3
53.869,46.06,diamict,massive_diamict,12.494,3.2569,42.483,1.3532,36.676,43.04,-1.1,0.026,77.8,2,3
53.894,46.08,diamict,massive_diamict,14.146,3.5098,43.082,1.486,38.127,47.02,-2.4,0.026,75.4,2,3
